image,top1,top3
0003280.png,0,"[0, 6, 1]"
0003281.png,0,"[0, 9, 6]"
0003283.png,0,"[0, 7, 2]"
0003284.png,0,"[0, 6, 4]"
0003292.png,0,"[0, 1, 7]"
0003293.png,0,"[0, 1, 7]"
0003301.png,0,"[0, 2, 6]"
0003316.png,0,"[0, 6, 8]"
0003317.png,0,"[0, 6, 9]"
0003319.png,0,"[0, 8, 2]"
0003320.png,0,"[0, 6, 1]"
0003323.png,0,"[0, 9, 2]"
0003325.png,0,"[0, 9, 6]"
0003326.png,0,"[0, 6, 8]"
0003343.png,0,"[0, 2, 8]"
0003345.png,0,"[0, 8, 2]"
0003351.png,0,"[0, 6, 2]"
0003356.png,0,"[0, 6, 8]"
0003365.png,0,"[0, 1, 9]"
0003373.png,0,"[0, 8, 9]"
0003379.png,0,"[0, 6, 9]"
0003388.png,0,"[0, 6, 2]"
0003393.png,0,"[0, 6, 8]"
0003394.png,0,"[0, 6, 3]"
0003395.png,0,"[0, 2, 3]"
0003402.png,0,"[0, 6, 9]"
0003409.png,0,"[0, 6, 9]"
0003417.png,0,"[0, 6, 9]"
0003418.png,0,"[0, 6, 9]"
0003430.png,0,"[0, 8, 6]"
0003436.png,0,"[0, 6, 9]"
0003437.png,0,"[0, 6, 1]"
0003438.png,0,"[0, 6, 1]"
0003439.png,0,"[0, 6, 9]"
0003441.png,0,"[0, 2, 3]"
0003442.png,0,"[0, 6, 1]"
0003443.png,0,"[0, 8, 7]"
0003445.png,0,"[0, 6, 2]"
0003446.png,0,"[0, 6, 8]"
0003449.png,0,"[0, 6, 9]"
0003452.png,0,"[0, 6, 8]"
0003461.png,0,"[0, 6, 8]"
0003463.png,0,"[0, 6, 9]"
0003468.png,0,"[0, 6, 9]"
0003470.png,0,"[0, 8, 6]"
0003473.png,0,"[0, 6, 2]"
0003475.png,0,"[0, 6, 2]"
0003480.png,0,"[0, 8, 7]"
0003483.png,0,"[0, 6, 2]"
0003484.png,0,"[0, 8, 1]"
0003496.png,0,"[0, 6, 8]"
0003500.png,0,"[0, 6, 9]"
0003509.png,0,"[0, 6, 2]"
0003514.png,0,"[0, 6, 8]"
0003515.png,0,"[0, 8, 6]"
0003516.png,0,"[0, 6, 7]"
0003518.png,0,"[0, 6, 9]"
0003530.png,0,"[0, 8, 6]"
0003531.png,0,"[0, 8, 1]"
0003545.png,0,"[0, 1, 7]"
0003547.png,0,"[0, 3, 9]"
0003550.png,0,"[0, 6, 8]"
0003551.png,0,"[0, 8, 7]"
0003553.png,0,"[0, 8, 2]"
0003566.png,0,"[0, 6, 9]"
0003570.png,0,"[0, 6, 8]"
0003574.png,0,"[0, 6, 5]"
0003577.png,0,"[0, 8, 6]"
0003580.png,0,"[0, 6, 2]"
0003582.png,0,"[0, 6, 8]"
0003589.png,0,"[0, 6, 9]"
0003591.png,0,"[0, 8, 6]"
0003598.png,0,"[0, 6, 1]"
0003613.png,0,"[0, 6, 5]"
0003622.png,0,"[0, 2, 6]"
0003637.png,0,"[0, 3, 6]"
0003641.png,0,"[0, 6, 2]"
0003646.png,0,"[0, 6, 8]"
0003648.png,0,"[0, 6, 8]"
0003649.png,0,"[0, 6, 2]"
0003650.png,0,"[0, 6, 8]"
0003653.png,0,"[0, 9, 6]"
0003657.png,0,"[0, 6, 3]"
0003667.png,0,"[0, 9, 6]"
0003668.png,0,"[0, 6, 2]"
0003669.png,0,"[0, 6, 5]"
0003672.png,0,"[0, 6, 8]"
0003673.png,0,"[0, 8, 6]"
0003677.png,0,"[0, 1, 2]"
0003678.png,0,"[0, 6, 8]"
0003683.png,0,"[0, 6, 5]"
0003685.png,0,"[0, 6, 9]"
0003687.png,0,"[0, 6, 9]"
0003694.png,0,"[0, 6, 9]"
0003697.png,0,"[0, 6, 8]"
0003703.png,6,"[6, 0, 9]"
0003704.png,0,"[0, 6, 2]"
0003707.png,0,"[0, 6, 8]"
0003708.png,0,"[0, 6, 9]"
0003710.png,0,"[0, 6, 1]"
0003712.png,0,"[0, 6, 9]"
0003714.png,0,"[0, 6, 2]"
0003716.png,0,"[0, 1, 7]"
0003720.png,0,"[0, 6, 1]"
0003731.png,0,"[0, 7, 1]"
0003736.png,0,"[0, 6, 8]"
0003740.png,0,"[0, 2, 8]"
0003744.png,0,"[0, 6, 2]"
0003745.png,0,"[0, 2, 6]"
0003748.png,0,"[0, 6, 8]"
0003749.png,0,"[0, 6, 1]"
0003753.png,0,"[0, 6, 2]"
0003754.png,0,"[0, 6, 8]"
0003760.png,0,"[0, 6, 2]"
0003764.png,0,"[0, 6, 3]"
0003768.png,0,"[0, 6, 9]"
0003769.png,0,"[0, 6, 9]"
0003772.png,0,"[0, 6, 2]"
0003774.png,0,"[0, 6, 8]"
0003786.png,0,"[0, 6, 2]"
0003787.png,0,"[0, 2, 6]"
0003788.png,0,"[0, 1, 6]"
0003793.png,0,"[0, 3, 6]"
0003805.png,0,"[0, 9, 2]"
0003812.png,0,"[0, 8, 6]"
0003816.png,0,"[0, 6, 1]"
0003822.png,0,"[0, 6, 1]"
0003829.png,0,"[0, 8, 6]"
0003840.png,0,"[0, 6, 8]"
0003850.png,0,"[0, 6, 8]"
0003855.png,0,"[0, 2, 8]"
0003861.png,0,"[0, 6, 2]"
0003877.png,0,"[0, 6, 9]"
0003880.png,0,"[0, 8, 6]"
0003889.png,0,"[0, 6, 3]"
0003895.png,0,"[0, 6, 7]"
0003898.png,0,"[0, 6, 9]"
0003902.png,6,"[6, 0, 8]"
0003907.png,0,"[0, 8, 6]"
0003914.png,0,"[0, 8, 2]"
0003923.png,0,"[0, 4, 6]"
0003925.png,0,"[0, 6, 2]"
0003932.png,0,"[0, 6, 8]"
0003935.png,0,"[0, 1, 7]"
0003938.png,0,"[0, 1, 6]"
0003944.png,0,"[0, 6, 2]"
0003946.png,0,"[0, 6, 2]"
0003952.png,0,"[0, 6, 2]"
0003954.png,0,"[0, 9, 6]"
0003956.png,0,"[0, 6, 1]"
0003959.png,0,"[0, 2, 6]"
0003963.png,0,"[0, 6, 2]"
0003970.png,0,"[0, 3, 2]"
0003973.png,0,"[0, 6, 8]"
0003976.png,0,"[0, 6, 8]"
0003982.png,0,"[0, 6, 1]"
0003983.png,0,"[0, 9, 6]"
0003985.png,0,"[0, 6, 2]"
0003992.png,0,"[0, 6, 1]"
0003994.png,0,"[0, 6, 3]"
0003997.png,0,"[0, 2, 6]"
0004004.png,0,"[0, 6, 1]"
0004013.png,0,"[0, 6, 8]"
0004015.png,0,"[0, 6, 2]"
0004027.png,0,"[0, 2, 5]"
0004038.png,0,"[0, 6, 1]"
0004043.png,0,"[0, 6, 2]"
0004046.png,0,"[0, 6, 5]"
0004051.png,0,"[0, 6, 2]"
0004058.png,0,"[0, 6, 8]"
0004063.png,0,"[0, 8, 1]"
0004066.png,0,"[0, 8, 6]"
0004067.png,0,"[0, 8, 4]"
0004068.png,6,"[6, 0, 5]"
0004069.png,0,"[0, 6, 9]"
0004074.png,0,"[0, 6, 9]"
0004078.png,0,"[0, 6, 8]"
0004082.png,0,"[0, 6, 1]"
0004084.png,0,"[0, 6, 8]"
0004085.png,0,"[0, 6, 2]"
0004086.png,0,"[0, 6, 8]"
0004093.png,0,"[0, 1, 7]"
0004097.png,0,"[0, 6, 5]"
0004105.png,0,"[0, 1, 6]"
0004110.png,0,"[0, 6, 2]"
0004115.png,0,"[0, 6, 9]"
0004138.png,0,"[0, 6, 8]"
0004144.png,0,"[0, 6, 1]"
0004145.png,0,"[0, 8, 1]"
0004148.png,0,"[0, 6, 2]"
0004155.png,0,"[0, 6, 2]"
0004158.png,0,"[0, 6, 8]"
0004162.png,0,"[0, 6, 9]"
0004167.png,0,"[0, 2, 5]"
0004169.png,0,"[0, 6, 9]"
0004171.png,0,"[0, 1, 9]"
0004176.png,0,"[0, 9, 6]"
0004178.png,0,"[0, 2, 7]"
0004186.png,0,"[0, 6, 8]"
0004198.png,0,"[0, 7, 4]"
0004208.png,0,"[0, 6, 1]"
0004212.png,0,"[0, 8, 6]"
0004216.png,0,"[0, 6, 8]"
0004217.png,0,"[0, 6, 5]"
0004221.png,0,"[0, 9, 6]"
0004226.png,0,"[0, 6, 1]"
0004231.png,0,"[0, 6, 2]"
0004232.png,0,"[0, 6, 2]"
0004238.png,0,"[0, 6, 5]"
0004241.png,0,"[0, 6, 2]"
0004245.png,0,"[0, 6, 3]"
0004248.png,0,"[0, 6, 2]"
0004251.png,0,"[0, 1, 9]"
0004256.png,0,"[0, 8, 9]"
0004268.png,0,"[0, 1, 7]"
0004271.png,0,"[0, 6, 2]"
0004273.png,0,"[0, 1, 8]"
0004276.png,0,"[0, 6, 2]"
0004279.png,0,"[0, 7, 1]"
0004281.png,0,"[0, 1, 6]"
0004307.png,0,"[0, 6, 8]"
0004315.png,0,"[0, 6, 8]"
0004317.png,0,"[0, 6, 1]"
0004319.png,0,"[0, 6, 3]"
0004325.png,0,"[0, 6, 2]"
0004327.png,0,"[0, 6, 2]"
0004330.png,0,"[0, 6, 1]"
0004335.png,0,"[0, 6, 1]"
0004336.png,0,"[0, 6, 2]"
0004339.png,0,"[0, 6, 8]"
0004344.png,0,"[0, 6, 8]"
0004345.png,0,"[0, 2, 6]"
0004347.png,0,"[0, 6, 2]"
0004357.png,0,"[0, 2, 6]"
0004369.png,0,"[0, 6, 8]"
0004372.png,0,"[0, 6, 1]"
0004373.png,0,"[0, 6, 9]"
0004378.png,0,"[0, 7, 2]"
0004383.png,0,"[0, 6, 2]"
0004391.png,0,"[0, 6, 1]"
0004407.png,0,"[0, 6, 5]"
0004409.png,2,"[2, 9, 3]"
0004410.png,0,"[0, 8, 2]"
0004418.png,0,"[0, 6, 9]"
0004419.png,0,"[0, 6, 2]"
0004429.png,0,"[0, 6, 2]"
0004431.png,0,"[0, 8, 9]"
0004438.png,0,"[0, 6, 2]"
0004441.png,0,"[0, 2, 6]"
0004450.png,0,"[0, 6, 9]"
0004453.png,0,"[0, 6, 1]"
0004454.png,0,"[0, 6, 1]"
0004456.png,0,"[0, 6, 1]"
0004457.png,0,"[0, 8, 1]"
0004460.png,0,"[0, 2, 6]"
0004461.png,2,"[2, 3, 0]"
0004480.png,0,"[0, 6, 1]"
0004481.png,0,"[0, 1, 8]"
0004490.png,0,"[0, 2, 6]"
0004491.png,0,"[0, 3, 2]"
0004493.png,0,"[0, 2, 6]"
0004496.png,0,"[0, 8, 6]"
0004497.png,0,"[0, 6, 2]"
0004502.png,0,"[0, 6, 2]"
0004506.png,0,"[0, 6, 1]"
0004507.png,0,"[0, 2, 6]"
0004509.png,0,"[0, 6, 2]"
0004510.png,0,"[0, 2, 6]"
0004511.png,0,"[0, 2, 3]"
0004514.png,6,"[6, 0, 8]"
0004518.png,0,"[0, 8, 6]"
0004524.png,0,"[0, 6, 8]"
0004525.png,0,"[0, 6, 9]"
0004528.png,0,"[0, 6, 3]"
0004537.png,0,"[0, 2, 6]"
0004540.png,0,"[0, 7, 1]"
0004550.png,0,"[0, 8, 6]"
0004552.png,0,"[0, 6, 8]"
0004554.png,0,"[0, 1, 8]"
0004557.png,0,"[0, 3, 6]"
0004558.png,0,"[0, 6, 1]"
0004560.png,0,"[0, 6, 9]"
0004563.png,0,"[0, 8, 6]"
0004567.png,0,"[0, 6, 9]"
0004570.png,0,"[0, 6, 3]"
0004572.png,0,"[0, 6, 9]"
0004574.png,0,"[0, 6, 8]"
0004583.png,0,"[0, 6, 8]"
0004593.png,0,"[0, 6, 2]"
0004616.png,0,"[0, 6, 8]"
0004625.png,0,"[0, 6, 2]"
0004629.png,0,"[0, 6, 3]"
0004630.png,0,"[0, 1, 7]"
0004635.png,0,"[0, 6, 9]"
0004640.png,1,"[1, 0, 3]"
0004648.png,0,"[0, 6, 3]"
0004659.png,0,"[0, 8, 3]"
0004663.png,0,"[0, 6, 8]"
0004664.png,0,"[0, 8, 6]"
0004667.png,0,"[0, 3, 2]"
0004670.png,0,"[0, 8, 6]"
0004675.png,0,"[0, 6, 8]"
0004680.png,0,"[0, 6, 3]"
0004682.png,0,"[0, 8, 6]"
0004687.png,0,"[0, 6, 9]"
0004696.png,0,"[0, 6, 8]"
0004708.png,0,"[0, 6, 2]"
0004709.png,0,"[0, 2, 6]"
0004715.png,0,"[0, 6, 2]"
0004720.png,0,"[0, 8, 9]"
0004725.png,0,"[0, 6, 5]"
0004728.png,0,"[0, 8, 6]"
0004731.png,0,"[0, 6, 1]"
0004732.png,0,"[0, 6, 9]"
0004737.png,0,"[0, 6, 2]"
0004749.png,0,"[0, 2, 6]"
0004758.png,0,"[0, 6, 1]"
0004792.png,0,"[0, 6, 1]"
0004793.png,0,"[0, 6, 8]"
0004797.png,0,"[0, 6, 9]"
0004798.png,0,"[0, 7, 8]"
0004801.png,0,"[0, 9, 1]"
0004810.png,0,"[0, 6, 1]"
0004813.png,0,"[0, 6, 8]"
0004819.png,0,"[0, 8, 9]"
0004823.png,0,"[0, 6, 8]"
0004829.png,0,"[0, 5, 8]"
0004833.png,0,"[0, 1, 7]"
0004844.png,0,"[0, 6, 2]"
0004859.png,0,"[0, 6, 2]"
0004868.png,0,"[0, 6, 7]"
0004879.png,0,"[0, 6, 9]"
0004882.png,0,"[0, 6, 2]"
0004900.png,0,"[0, 6, 2]"
0004903.png,2,"[2, 9, 6]"
0004905.png,0,"[0, 6, 8]"
0004912.png,0,"[0, 6, 8]"
0004914.png,0,"[0, 6, 8]"
0004916.png,0,"[0, 6, 3]"
0004918.png,0,"[0, 6, 2]"
0004927.png,0,"[0, 1, 7]"
0004928.png,0,"[0, 8, 6]"
0004930.png,0,"[0, 6, 1]"
0004933.png,0,"[0, 1, 2]"
0004938.png,0,"[0, 6, 9]"
0004941.png,0,"[0, 1, 7]"
0004942.png,0,"[0, 1, 7]"
0004945.png,0,"[0, 8, 4]"
0004948.png,0,"[0, 6, 7]"
0004949.png,0,"[0, 8, 2]"
0004953.png,0,"[0, 6, 8]"
0004960.png,0,"[0, 6, 9]"
0004972.png,0,"[0, 6, 8]"
0004978.png,0,"[0, 6, 3]"
0004979.png,0,"[0, 2, 6]"
0004982.png,0,"[0, 6, 2]"
0004990.png,0,"[0, 6, 5]"
0004995.png,0,"[0, 6, 9]"
0005005.png,0,"[0, 9, 6]"
0005009.png,0,"[0, 6, 2]"
0005010.png,0,"[0, 6, 2]"
0005014.png,0,"[0, 8, 6]"
0005019.png,0,"[0, 2, 9]"
0005023.png,1,"[1, 8, 0]"
0005024.png,0,"[0, 6, 1]"
0005027.png,0,"[0, 6, 8]"
0005030.png,0,"[0, 6, 5]"
0005055.png,0,"[0, 6, 2]"
0005059.png,0,"[0, 2, 8]"
0005060.png,0,"[0, 1, 6]"
0005069.png,0,"[0, 6, 9]"
0005070.png,0,"[0, 6, 2]"
0005072.png,0,"[0, 6, 8]"
0005087.png,0,"[0, 6, 2]"
0005096.png,0,"[0, 6, 2]"
0005100.png,0,"[0, 6, 3]"
0005106.png,0,"[0, 6, 3]"
0005110.png,0,"[0, 6, 8]"
0005119.png,0,"[0, 7, 2]"
0005120.png,0,"[0, 8, 6]"
0005125.png,0,"[0, 8, 1]"
0005126.png,0,"[0, 6, 9]"
0005129.png,0,"[0, 6, 3]"
0005138.png,0,"[0, 6, 8]"
0005149.png,0,"[0, 6, 8]"
0005161.png,0,"[0, 6, 8]"
0005168.png,0,"[0, 6, 2]"
0005173.png,0,"[0, 9, 8]"
0005177.png,0,"[0, 6, 2]"
0005180.png,0,"[0, 6, 2]"
0005181.png,0,"[0, 2, 6]"
0005188.png,0,"[0, 2, 6]"
0005189.png,0,"[0, 6, 2]"
0005202.png,0,"[0, 6, 8]"
0005203.png,0,"[0, 1, 8]"
0005204.png,0,"[0, 6, 9]"
0005206.png,0,"[0, 6, 8]"
0005208.png,0,"[0, 6, 4]"
0005217.png,0,"[0, 6, 2]"
0005224.png,0,"[0, 6, 9]"
0005227.png,0,"[0, 6, 2]"
0005228.png,0,"[0, 6, 2]"
0005230.png,0,"[0, 6, 9]"
0005236.png,0,"[0, 2, 3]"
0005237.png,0,"[0, 8, 9]"
0005241.png,0,"[0, 6, 1]"
0005244.png,0,"[0, 6, 2]"
0005245.png,0,"[0, 2, 6]"
0005253.png,0,"[0, 6, 2]"
0005254.png,2,"[2, 0, 4]"
0005257.png,0,"[0, 2, 6]"
0005263.png,0,"[0, 6, 9]"
0005265.png,0,"[0, 9, 6]"
0005267.png,0,"[0, 8, 2]"
0005268.png,0,"[0, 6, 2]"
0005269.png,0,"[0, 6, 2]"
0005272.png,0,"[0, 6, 8]"
0005274.png,0,"[0, 6, 1]"
0005277.png,0,"[0, 2, 6]"
0005283.png,0,"[0, 6, 5]"
0005285.png,0,"[0, 6, 3]"
0005294.png,0,"[0, 6, 8]"
0005297.png,0,"[0, 6, 8]"
0005299.png,0,"[0, 8, 6]"
0005302.png,0,"[0, 8, 6]"
0005304.png,0,"[0, 6, 8]"
0005305.png,0,"[0, 6, 8]"
0005316.png,0,"[0, 6, 2]"
0005324.png,0,"[0, 6, 8]"
0005331.png,0,"[0, 6, 8]"
0005340.png,0,"[0, 8, 6]"
0005342.png,0,"[0, 6, 8]"
0005344.png,0,"[0, 6, 9]"
0005352.png,0,"[0, 6, 8]"
0005353.png,0,"[0, 6, 5]"
0005354.png,0,"[0, 6, 1]"
0005358.png,0,"[0, 6, 1]"
0005361.png,0,"[0, 2, 6]"
0005362.png,0,"[0, 1, 6]"
0005376.png,0,"[0, 6, 2]"
0005380.png,0,"[0, 6, 8]"
0005384.png,0,"[0, 1, 9]"
0005388.png,0,"[0, 8, 6]"
0005389.png,0,"[0, 8, 3]"
0005392.png,0,"[0, 1, 8]"
0005397.png,0,"[0, 6, 8]"
0005404.png,0,"[0, 6, 1]"
0005406.png,0,"[0, 1, 6]"
0005416.png,0,"[0, 6, 8]"
0005420.png,0,"[0, 6, 2]"
0005425.png,0,"[0, 6, 2]"
0005435.png,0,"[0, 6, 3]"
0005437.png,0,"[0, 6, 2]"
0005441.png,0,"[0, 6, 1]"
0005444.png,0,"[0, 6, 8]"
0005449.png,0,"[0, 6, 3]"
0005450.png,0,"[0, 7, 6]"
0005452.png,0,"[0, 6, 2]"
0005454.png,0,"[0, 8, 9]"
0005461.png,0,"[0, 6, 9]"
0005466.png,0,"[0, 6, 2]"
0005486.png,0,"[0, 6, 8]"
0005500.png,0,"[0, 6, 2]"
0005504.png,0,"[0, 6, 9]"
0005507.png,0,"[0, 6, 5]"
0005510.png,0,"[0, 6, 2]"
0005511.png,0,"[0, 8, 9]"
0005515.png,0,"[0, 6, 3]"
0005522.png,0,"[0, 6, 8]"
0005533.png,0,"[0, 6, 2]"
0005535.png,0,"[0, 1, 7]"
0005537.png,0,"[0, 2, 6]"
0005538.png,0,"[0, 6, 8]"
0005541.png,0,"[0, 6, 5]"
0005544.png,0,"[0, 6, 8]"
0005546.png,0,"[0, 6, 8]"
0005549.png,0,"[0, 6, 2]"
0005552.png,8,"[8, 0, 6]"
0005565.png,0,"[0, 9, 6]"
0005568.png,0,"[0, 6, 9]"
0005575.png,0,"[0, 2, 1]"
0005579.png,0,"[0, 6, 3]"
0005581.png,0,"[0, 5, 6]"
0005583.png,0,"[0, 1, 6]"
0005593.png,0,"[0, 9, 2]"
0005596.png,0,"[0, 6, 1]"
0005597.png,0,"[0, 6, 3]"
0005598.png,0,"[0, 6, 2]"
0005599.png,0,"[0, 6, 9]"
0005613.png,0,"[0, 6, 9]"
0005616.png,0,"[0, 6, 8]"
0005620.png,0,"[0, 6, 1]"
0005623.png,0,"[0, 6, 9]"
0005624.png,0,"[0, 8, 6]"
0005626.png,0,"[0, 6, 1]"
0005631.png,0,"[0, 2, 9]"
0005641.png,0,"[0, 6, 7]"
0005645.png,0,"[0, 1, 2]"
0005646.png,0,"[0, 6, 2]"
0005651.png,0,"[0, 2, 6]"
0005655.png,0,"[0, 6, 9]"
0005658.png,0,"[0, 6, 2]"
0005679.png,0,"[0, 8, 6]"
0005683.png,0,"[0, 6, 5]"
0005686.png,0,"[0, 6, 9]"
0005687.png,0,"[0, 6, 2]"
0005708.png,0,"[0, 8, 6]"
0005709.png,0,"[0, 8, 6]"
0005726.png,0,"[0, 1, 6]"
0005727.png,0,"[0, 1, 7]"
0005733.png,0,"[0, 6, 2]"
0005739.png,0,"[0, 7, 6]"
0005740.png,0,"[0, 6, 9]"
0005741.png,0,"[0, 2, 6]"
0005744.png,0,"[0, 6, 1]"
0005746.png,0,"[0, 8, 6]"
0005747.png,0,"[0, 6, 2]"
0005749.png,0,"[0, 9, 6]"
0005752.png,0,"[0, 6, 8]"
0005761.png,0,"[0, 6, 1]"
0005765.png,0,"[0, 2, 3]"
0005766.png,0,"[0, 8, 6]"
0005774.png,0,"[0, 8, 6]"
0005775.png,0,"[0, 2, 9]"
0005776.png,0,"[0, 6, 8]"
0005779.png,0,"[0, 8, 6]"
0005780.png,0,"[0, 6, 1]"
0005782.png,0,"[0, 8, 6]"
0005783.png,0,"[0, 6, 8]"
0005788.png,0,"[0, 8, 6]"
0005790.png,0,"[0, 6, 8]"
0005791.png,0,"[0, 8, 1]"
0005797.png,0,"[0, 8, 2]"
0005798.png,0,"[0, 2, 6]"
0005799.png,0,"[0, 2, 1]"
0005802.png,0,"[0, 8, 6]"
0005803.png,0,"[0, 1, 8]"
0005805.png,0,"[0, 6, 8]"
0005813.png,7,"[7, 0, 3]"
0005823.png,0,"[0, 3, 6]"
0005830.png,0,"[0, 1, 8]"
0005832.png,0,"[0, 6, 1]"
0005837.png,3,"[3, 2, 0]"
0005839.png,0,"[0, 8, 2]"
0005843.png,0,"[0, 6, 8]"
0005848.png,0,"[0, 8, 6]"
0005866.png,0,"[0, 6, 2]"
0005868.png,0,"[0, 6, 8]"
0005872.png,0,"[0, 6, 2]"
0005877.png,0,"[0, 6, 2]"
0005878.png,0,"[0, 6, 9]"
0005879.png,0,"[0, 6, 3]"
0005880.png,0,"[0, 8, 6]"
0005885.png,0,"[0, 6, 2]"
0005892.png,0,"[0, 6, 1]"
0005897.png,0,"[0, 2, 6]"
0005898.png,0,"[0, 6, 2]"
0005902.png,0,"[0, 6, 8]"
0005903.png,0,"[0, 6, 8]"
0005907.png,0,"[0, 6, 9]"
0005922.png,0,"[0, 6, 8]"
0005928.png,0,"[0, 6, 1]"
0005931.png,0,"[0, 6, 8]"
0005933.png,0,"[0, 6, 8]"
0005949.png,6,"[6, 0, 5]"
0005952.png,0,"[0, 6, 9]"
0005953.png,0,"[0, 2, 8]"
0005955.png,0,"[0, 6, 9]"
0005956.png,0,"[0, 6, 8]"
0005958.png,0,"[0, 6, 2]"
0005959.png,0,"[0, 6, 5]"
0005961.png,0,"[0, 6, 9]"
0005962.png,0,"[0, 6, 2]"
0005965.png,0,"[0, 8, 6]"
0005977.png,0,"[0, 6, 2]"
0005983.png,0,"[0, 2, 5]"
0005992.png,0,"[0, 6, 2]"
0005996.png,0,"[0, 6, 8]"
0006002.png,0,"[0, 6, 5]"
0006005.png,0,"[0, 6, 2]"
0006007.png,0,"[0, 8, 2]"
0006009.png,0,"[0, 6, 2]"
0006011.png,0,"[0, 2, 6]"
0006027.png,0,"[0, 8, 6]"
0006034.png,0,"[0, 6, 8]"
0006035.png,0,"[0, 6, 8]"
0006044.png,0,"[0, 6, 8]"
0006072.png,0,"[0, 8, 6]"
0006081.png,0,"[0, 6, 2]"
0006086.png,0,"[0, 6, 5]"
0006089.png,0,"[0, 6, 9]"
0006091.png,0,"[0, 9, 6]"
0006107.png,0,"[0, 2, 6]"
0006108.png,6,"[6, 0, 9]"
0006112.png,6,"[6, 2, 9]"
0006115.png,6,"[6, 9, 2]"
0006117.png,0,"[0, 6, 5]"
0006123.png,0,"[0, 1, 6]"
0006127.png,0,"[0, 8, 6]"
0006128.png,0,"[0, 6, 2]"
0006130.png,0,"[0, 6, 8]"
0006136.png,0,"[0, 6, 8]"
0006140.png,0,"[0, 6, 1]"
0006141.png,0,"[0, 6, 8]"
0006165.png,0,"[0, 1, 7]"
0006176.png,0,"[0, 8, 6]"
0006182.png,0,"[0, 6, 2]"
0006193.png,0,"[0, 8, 6]"
0006196.png,0,"[0, 8, 7]"
0006199.png,0,"[0, 6, 9]"
0006205.png,0,"[0, 2, 6]"
0006211.png,0,"[0, 6, 8]"
0006212.png,0,"[0, 6, 2]"
0006214.png,0,"[0, 6, 8]"
0006217.png,0,"[0, 6, 9]"
0006222.png,0,"[0, 6, 2]"
0006227.png,0,"[0, 2, 3]"
0006256.png,0,"[0, 1, 7]"
0006257.png,0,"[0, 1, 7]"
0006259.png,0,"[0, 2, 6]"
0006265.png,0,"[0, 2, 6]"
0006276.png,0,"[0, 6, 1]"
0006285.png,0,"[0, 3, 8]"
0006288.png,0,"[0, 6, 2]"
0006290.png,0,"[0, 6, 2]"
0006292.png,0,"[0, 8, 6]"
0006293.png,0,"[0, 2, 8]"
0006299.png,0,"[0, 8, 6]"
0006300.png,0,"[0, 6, 2]"
0006302.png,0,"[0, 6, 1]"
0006309.png,0,"[0, 6, 2]"
0006336.png,0,"[0, 6, 9]"
0006343.png,0,"[0, 6, 9]"
0006346.png,0,"[0, 6, 4]"
0006350.png,0,"[0, 6, 8]"
0006354.png,0,"[0, 6, 8]"
0006360.png,0,"[0, 6, 2]"
0006363.png,0,"[0, 3, 7]"
0006364.png,0,"[0, 6, 8]"
0006366.png,0,"[0, 6, 2]"
0006375.png,0,"[0, 6, 1]"
0006378.png,0,"[0, 6, 2]"
0006379.png,0,"[0, 8, 2]"
0006381.png,0,"[0, 6, 8]"
0006388.png,0,"[0, 6, 2]"
0006391.png,0,"[0, 8, 6]"
0006395.png,0,"[0, 2, 9]"
0006403.png,0,"[0, 6, 9]"
0006407.png,0,"[0, 6, 2]"
0006410.png,0,"[0, 6, 2]"
0006411.png,0,"[0, 2, 6]"
0006432.png,6,"[6, 0, 9]"
0006443.png,0,"[0, 6, 3]"
0006444.png,0,"[0, 6, 5]"
0006446.png,0,"[0, 6, 2]"
0006448.png,0,"[0, 6, 2]"
0006450.png,0,"[0, 6, 2]"
0006460.png,0,"[0, 6, 2]"
0006463.png,0,"[0, 8, 2]"
0006473.png,0,"[0, 6, 8]"
0006496.png,0,"[0, 6, 2]"
0006500.png,0,"[0, 8, 6]"
0006501.png,0,"[0, 8, 6]"
0006505.png,0,"[0, 6, 3]"
0006508.png,0,"[0, 1, 2]"
0006521.png,0,"[0, 2, 6]"
0006528.png,0,"[0, 6, 5]"
0006529.png,0,"[0, 6, 8]"
0006530.png,0,"[0, 6, 2]"
0006531.png,0,"[0, 2, 6]"
0006536.png,0,"[0, 3, 2]"
0006537.png,0,"[0, 6, 2]"
0006541.png,0,"[0, 8, 2]"
0006543.png,0,"[0, 6, 2]"
0006546.png,0,"[0, 6, 1]"
0006553.png,0,"[0, 8, 6]"
0006556.png,0,"[0, 1, 6]"
0006561.png,0,"[0, 2, 8]"
0006563.png,0,"[0, 8, 6]"
0006564.png,0,"[0, 6, 8]"
0006568.png,0,"[0, 6, 1]"
0006571.png,0,"[0, 8, 1]"
0006572.png,0,"[0, 6, 1]"
0006580.png,0,"[0, 6, 2]"
0006587.png,0,"[0, 8, 6]"
0006608.png,0,"[0, 6, 2]"
0006609.png,0,"[0, 6, 2]"
0006616.png,0,"[0, 6, 2]"
0006620.png,0,"[0, 6, 8]"
0006628.png,0,"[0, 6, 2]"
0006632.png,0,"[0, 6, 8]"
0006636.png,0,"[0, 6, 9]"
0006644.png,8,"[8, 0, 6]"
0006649.png,0,"[0, 6, 5]"
0006653.png,0,"[0, 6, 5]"
0006677.png,0,"[0, 6, 2]"
0006678.png,0,"[0, 6, 1]"
0006680.png,0,"[0, 6, 1]"
0006681.png,0,"[0, 6, 8]"
